courseCode,title,cycle,section,credits,session,grading,teacher,language,grade,numReviews
MSE-486,Organic electronic materials,master,MX,4,Summer,Written,Frauenrath,EN,0.0,0
ChE-436,Pharmaceutical biotechnology,master,CGC,3,Winter,Written,Pick,EN,0.0,0
CH-410,Physical and chemical analyses of materials,master,CGC,3,Winter,Written,Roussel,EN,0.0,0
MSE-431,Physical chemistry of polymeric materials,master,MX,3,Summer,During the semester,Klok-Lermann,EN,0.0,0
MSE-437,Polymer chemistry and macromolecular engineering,master,MX,3,Winter,During the semester,Klok,EN,0.0,0
ChE-411,Principles and applications of systems biology,master,CGC,3,Winter,During the semester,Hatzimanikatis,EN,0.0,0
ChE-408,Process intensification and green chemistry,master,CGC,3,Summer,Written,Randall,EN,0.0,0
ENG-430,Risk management,master,CGC,2,Summer,During the semester,Meyer,EN,0.0,0
BIOENG-430,Selected topics in life sciences,master,SV,3,Winter,Written,Lashuel,EN,0.0,0
CH-450,Solid state chemistry and energy applications,master,CGC,3,Summer,Oral,Queen,EN,0.0,0
ChE-409,Chemical engineering lab & project,master,CGC,4,Summer,During the semester,Luterbacher,EN,0.0,0
ChE-413,Chemical engineering product design,master,CGC,4,Winter,During the semester,Sivula,EN,0.0,0
ChE-459,Process development,master,CGC,8,Summer,During the semester,"Maréchal, Sharma",EN,0.0,0
ChE-596,Engineering internship,master,CGC,30,Winter/Summer,During the semester,Profs divers,FR,0.0,0
AR-599,Master project in Architecture,master,AR,30,Winter/Summer,Oral,Profs divers,FR/EN,0.0,0
AR-481,Architecture in the age of acceleration,master,AR,3,Winter,During the semester,Patteeuw,EN,0.0,0
AR-469,Art since the 1950s: trends & topics at Documenta,master,AR,3,Winter,During the semester,Gerke,EN,0.0,0
AR-430,Magma and principles,master,AR,3,Summer,Oral,"Bakker, Blanc",FR,0.0,0
AR-423(a),Metaphoric projects: from Archizoom to Koolhaas,master,AR,3,Summer,Written,Gargiani,FR,0.0,0
AR-450,Montage and the metropolis,master,AR,3,Summer,During the semester,Stierli,EN,0.0,0
AR-485,Political economy of design,master,AR,3,Summer,During the semester,,EN,0.0,0
AR-472,Swiss cooperative housing: a critical overview,master,AR,3,Summer,Oral,,EN,0.0,0
AR-498,The new international architecture in Switzerland,master,AR,3,Winter,Oral,Aprea,FR,0.0,0
AR-597(a),Superstudio A,master,AR,13,Winter,During the semester,,FR/EN,0.0,0
AR-597(b),Superstudio B,master,AR,13,Winter,During the semester,Gargiani,FR/EN,0.0,0
AR-598,Theoretical statement,master,AR,8,Winter,Oral,Profs divers,FR,0.0,0
AR-445,The rise of capitalist urban space,master,AR,3,Winter,Oral,Aureli,EN,0.0,0
AR-401(r),Studio MA1,master,AR,13,Winter,During the semester,"Binning, Perkins",EN,0.0,0
AR-401(z),Studio MA1,master,AR,13,Winter,During the semester,Braghieri,FR,0.0,0
AR-401(o),Studio MA1,master,AR,13,Winter,During the semester,"Fogue Herreros, Gil Lopesino, Palacios Rodriguez",EN,0.0,0
AR-401(j),Studio MA1,master,AR,13,Winter,During the semester,"Ullal, Vannucci",FR/EN,0.0,0
AR-401(l),Studio MA1,master,AR,13,Winter,During the semester,Frechou,FR,0.0,0
AR-401(m),Studio MA1,master,AR,13,Winter,During the semester,"Gay Menzel, Menzel",EN,0.0,0
AR-401(b),Studio MA1,master,AR,13,Winter,During the semester,Graf,FR,0.0,0
AR-401(k),Studio MA1,master,AR,13,Winter,During the semester,Huang,EN,0.0,0
AR-401(t),Studio MA1,master,AR,13,Winter,During the semester,"Caputo, Kueng",EN,0.0,0
AR-401(n),Studio MA1,master,AR,13,Winter,During the semester,Lapierre,FR,0.0,0
AR-401(a),Studio MA1,master,AR,13,Winter,During the semester,Viganò,EN,0.0,0
AR-401(q),Studio MA1,master,AR,13,Winter,During the semester,Voser,FR,0.0,0
AR-401(h),Studio MA1,master,AR,13,Winter,During the semester,Weinand,FR/EN,0.0,0
AR-402(r),Studio MA2,master,AR,13,Summer,During the semester,"Binning, Lisogorskaya, Perkins",EN,0.0,0
AR-402(o),Studio MA2,master,AR,13,Summer,During the semester,"Fogue Herreros, Gil Lopesino, Palacios Rodriguez",EN,0.0,0
AR-402(j),Studio MA2,master,AR,13,Summer,During the semester,"Tombesi, Vannucci",FR/EN,0.0,0
AR-402(l),Studio MA2,master,AR,13,Summer,During the semester,Frechou,FR,0.0,0
AR-402(m),Studio MA2,master,AR,13,Summer,During the semester,"Gay Menzel, Menzel",EN,0.0,0
AR-402(b),Studio MA2,master,AR,13,Summer,During the semester,Graf,FR,0.0,0
AR-402(k),Studio MA2,master,AR,13,Summer,During the semester,Huang,EN,0.0,0
AR-402(n),Studio MA2,master,AR,13,Summer,During the semester,Lapierre,EN,0.0,0
AR-402(t),Studio MA2,master,AR,13,Summer,During the semester,"Martinez Diez, Santamaria Varas",EN,0.0,0
AR-402(a),Studio MA2,master,AR,13,Summer,During the semester,Viganò,EN,0.0,0
AR-402(q),Studio MA2,master,AR,13,Summer,During the semester,Voser,FR,0.0,0
AR-402(h),Studio MA2,master,AR,13,Summer,During the semester,Weinand,FR/EN,0.0,0
AR-462,African cities : introduction to urban planning,master,AR,3,Summer,Written,Chenal,FR,0.0,0
AR-457,Architecture and cities design of Islam,master,AR,3,Winter,Written,Gachet,FR,0.0,0
AR-451,Architecture and construction of the city I,master,AR,3,Winter,Oral,Gilot,FR,0.0,0
AR-452,Architecture and construction of the city II,master,AR,3,Summer,Oral,Gilot,FR,0.0,0
AR-449,Architecture and Solar energy ,master,AR,3,Summer,Oral,Munari Probst,FR,0.0,0
AR-453,Art and history of gardens,master,AR,3,Summer,During the semester,"Méjean, Schwok",FR,0.0,0
AR-496,Behind/Beyond future cities,master,AR,3,Summer,Oral,"Coccolo, Javanroodi, Mauree",EN,0.0,0
AR-497,Building design in the circular economy,master,AR,3,Winter,Written,Fivet,EN,0.0,0
AR-458,City and mobility,master,AR,3,Summer,Written,"Kaufmann, Masse, Ravalet",FR,0.0,0
AR-442,Comfort and architecture: sustainable strategies,master,AR,3,Winter,Oral,"Andersen, Karmann, Wienold",EN,0.0,0
AR-428,Confort by design in the 20th century architecture,master,AR,3,Summer,Oral,Marino,FR,0.0,0
AR-419,Constructing the view: in motion,master,AR,3,Summer,During the semester,Schaerer,EN,0.0,0
AR-413,Constructing the view: still life,master,AR,3,Winter,During the semester,Schaerer,EN,0.0,0
AR-427,History of housing,master,AR,3,Winter,Written,Ortelli,FR,0.0,0
AR-483,Interactive conceptual design of structural forms,master,AR,3,Winter,Oral,,EN,0.0,0
AR-484,Introduction to BIM,master,AR,3,Winter,During the semester,Hautecoeur,FR,0.0,0
AR-431,Italian heretics of rationalism,master,AR,3,Winter,Written,Gargiani,FR,0.0,0
AR-491,"Land,  properties,  housing",master,AR,3,Summer,During the semester,Thalmann,FR,0.0,0
AR-454,Land use planning,master,AR,3,Summer,During the semester,Chenal,FR,0.0,0
AR-492,Spatial and Regional Economy,master,AR,3,Summer,Written,Dessemontet,FR,0.0,0
AR-487,Technological innovation,master,AR,3,Winter,During the semester,,EN,0.0,0
ENG-484,The law of architecture: construction process,master,AR,3,Summer,Written,"Dubey, Werro",FR,0.0,0
AR-434,The preservation project: theories and techniques,master,AR,3,Winter,Oral,"Graf, Marino",FR,0.0,0
AR-514,"Transformation,  from theory to practice of change",master,AR,3,Winter,Oral,Declerck,EN,0.0,0
AR-404,UE A : Art and architecture,master,AR,4,Winter,During the semester,Paci,EN,0.0,0
AR-467,UE C: Housing,master,AR,4,Winter,During the semester,Ortelli,FR,0.0,0
AR-466,UE D : Territory and society,master,AR,4,Summer,During the semester,"Kaufmann, Pedrazzini, Tirone Chabert",FR,0.0,0
AR-463,UE E : Architectures in crises,master,AR,4,Summer,During the semester,,FR,0.0,0
AR-439,UE F : Architecture and rehabilitation,master,AR,4,Winter,During the semester,"Arlaud, Brühwiler, Wall Gago, Zurbrügg",FR,0.0,0
AR-461,UE G : Architecture By Any Means [BAM],master,AR,4,Summer,During the semester,,EN,0.0,0
AR-433,UE H : Graphy ,master,AR,4,Summer,During the semester,"Métraux, Soubeyrand",FR,0.0,0
AR-471,UE J : Territory and landscape,master,AR,4,Winter,During the semester,"Cogato Lanza, Loiseau, Pattaroni, Villaret",FR/EN,0.0,0
AR-440,UE K : Architecture and Sustainability : performance studies ,master,AR,4,Winter,During the semester,"Andersen, Fivet, Fumeaux, Karmann, Rey",FR,0.0,0
AR-416,UE N : Constructing the view,master,AR,4,Summer,During the semester,Schaerer,EN,0.0,0
AR-448,UE P: Systems. Construction and prefabrication,master,AR,4,Winter,During the semester,Voellinger,FR,0.0,0
AR-435,UE R: Introduction to BIM,master,AR,4,Summer,During the semester,"Cache, Hautecoeur",FR,0.0,0
AR-476,UE U : Cartography,master,AR,4,Winter,During the semester,Maçães E Costa,EN,0.0,0
AR-480,UE X : Experience design,master,AR,4,Winter,During the semester,Huang,EN,0.0,0
AR-455,Urbanism and Territories,master,AR,3,Winter,During the semester,"Kaufmann, Masse, Messer",FR,0.0,0
AR-456,Urbanism in Asia
,master,AR,3,Summer,During the semester,"Ferrari, Graezer Bideau",FR,0.0,0
AR-489,Urban sociology,master,AR,3,Winter,During the semester,Pattaroni,FR,0.0,0
AR-499,"Visionnaires éclectiques. Architectures,  2000-2018",master,AR,3,Summer,Written,Gargiani,FR,0.0,0
AR-407,Visions and utopias,master,AR,3,Winter,Oral,Braghieri,FR/EN,0.0,0
AR-417,Write / Build. Round trip,master,AR,3,Summer,Written,Maillard,FR,0.0,0
EE-597(a),Engineering internship credited with master project,master,EL,0,Winter/Summer,Term paper,Profs divers,FR,0.0,0
EE-599(a),Master project in Electrical and Electronic Engineering,master,EL,30,Summer,Oral,Profs divers,FR/EN,0.0,0
EE-423,Low power electronics: analog mixed signal design,master,EL,4,Winter,Written,Koukab,EN,0.0,0
EE-535,Nanoelectronics,master,EL,2,Winter,Written,Ionescu,EN,0.0,0
EE-536,Physical models for micro and nanosystems,master,EL,2,Winter,During the semester,Kis,EN,0.0,0
EE-530,Test of VLSI systems,master,EL,2,Winter,Written,Schmid,EN,0.0,0
EE-515,Fundamentals of biosensors and electronic biochips,master,EL,3,Winter,Written,Guiducci,EN,0.0,0
EE-490(b),Lab in EDA based design,master,EL,4,Winter,During the semester,"Koukab, Levisse",EN,0.0,0
EE-520,Low-power analog IC design,master,MT,2,Winter,Written,Enz,EN,0.0,0
EE-540,Optical communications,master,EL,3,Winter,Oral,Gaumier,EN,0.0,0
MICRO-523,Optical detectors,master,MT,3,Winter,Written,Besse,EN,0.0,0
MICRO-568,Seminar in physiology and instrumentation,master,MT,2,Winter,Written,,FR/EN,0.0,0
EE-442,Wireless receivers: algorithms and architectures,master,EL,4,Winter,During the semester,Burg,EN,0.0,0
MATH-597,Engineering internship credited with master project,master,MA,0,Winter/Summer,Term paper,Profs divers,FR,0.0,0
MATH-599,Master project in Mathematics,master,MA,30,Winter/Summer,Oral,Profs divers,FR/EN,0.0,0
MATH-498,Mathematics projects,master,MA,10,Winter/Summer,During the semester,Profs divers,FR,0.0,0
MATH-519, ,master,MA,5,Summer,Oral,Aru,EN,0.0,0
MATH-488,Algebraic K-theory,master,MA,5,Summer,Written,,EN,0.0,0
MATH-416,Analysis on groups,master,MA,5,Winter,Oral,Monod,EN,0.0,0
MATH-516,Applied statistics,master,MA,5,Summer,During the semester,Gholam,EN,0.0,0
MATH-435,Bayesian Computation,master,MA,5,Summer,Oral,,EN,0.0,0
MATH-449,Biostatistics,master,MA,5,Summer,Written,Stensrud,EN,0.0,0
MATH-437,Calculus of variations,master,MA,5,Summer,Oral,,EN,0.0,0
MATH-455,Combinatorial statistics,master,MA,5,Winter,During the semester,Abbé,EN,0.0,0
MATH-473,Complex manifolds,master,MA,5,Winter/Summer,Written,Svaldi,EN,0.0,0
FIN-472,Computational finance,master,IF,5,Winter,Written,"Glau, Goel, Pasricha, Pulido Nino",EN,0.0,0
MATH-496,Computational linear algebra,master,MA,5,Summer,Oral,,EN,0.0,0
MATH-423,Differential geometry of framed curves,master,MA,5,Winter,Oral,Maddocks,EN,0.0,0
MATH-502,Distribution and interpolation spaces,master,MA,5,Winter,Written,Radici,EN,0.0,0
MATH-518,Ergodic theory & its applications to number theory,master,MA,5,Summer,Oral,Richter,EN,0.0,0
MATH-404,Functional analysis II,master,MA,5,Summer,Written,Ruf,EN,0.0,0
MATH-426,Gaussian processes,master,MA,5,Summer,Oral,,EN,0.0,0
MATH-405,Harmonic analysis,master,MA,5,Summer,Oral,Krieger,EN,0.0,0
MATH-436,Homotopical algebra,master,MA,5,Winter/Summer,Oral,Hess Bellwald,EN,0.0,0
MATH-497,Homotopy theory,master,MA,5,Winter,Written,Scherer,EN,0.0,0
MATH-504,Integer optimisation,master,MA,5,Summer,Oral,Eisenbrand,EN,0.0,0
MATH-422,Introduction to riemannian geometry,master,MA,5,Summer,Oral,Troyanov,FR,0.0,0
MATH-434,Lattice models,master,MA,5,Winter,Written,Gabriel,EN,0.0,0
MATH-429,Lie groups,master,MA,5,Summer,Oral,,EN,0.0,0
MATH-479,Linear algebraic groups,master,MA,5,Summer,Oral,Urech,EN,0.0,0
MATH-403,Low-rank approximation techniques,master,MA,5,Winter,Oral,,EN,0.0,0
MATH-470,Martingales in financial mathematics,master,MA,5,Summer,Oral,Schmutz,EN,0.0,0
MATH-481,Mathematical modelling of DNA,master,MA,5,Summer,Oral,Maddocks,EN,0.0,0
MATH-495,Mathematical quantum mechanics,master,MA,10,Summer,Oral,,EN,0.0,0
MATH-513,Metric embeddings,master,MA,5,Winter/Summer,Oral,Eisenbrand,EN,0.0,0
MATH-510,Modern algebraic geometry,master,MA,10,Winter,Written,"Bernasconi, Patakfalvi",EN,0.0,0
MATH-408,Modern regression methods,master,MA,5,Summer,Written,Davison,EN,0.0,0
MATH-511,Modular forms and applications,master,MA,5,Summer,Oral,Viazovska,EN,0.0,0
MATH-444,Multivariate statistics,master,MA,5,Summer,Written,Koch,EN,0.0,0
MATH-514,Nonlinear Schrödinger equations,master,MA,5,Winter,Oral,Genoud,EN,0.0,0
MATH-452,Numerical integration of dynamical systems,master,MA,5,Winter,Written,Garegnani,EN,0.0,0
MATH-450,Numerical integration of stochastic differential equations,master,MA,5,Summer,Written,Blumenthal,EN,0.0,0
MATH-459,Numerical methods for conservation laws,master,MA,5,Winter,Oral,Licht,EN,0.0,0
MATH-468,"Numerics for fluids,  structures & electromagnetics",master,MA,5,Winter/Summer,Oral,Buffa,EN,0.0,0
MATH-476,Optimal transport,master,MA,5,Summer,Oral,Fernandez-Real Girona,EN,0.0,0
MATH-512,Optimization on manifolds,master,MA,5,Summer,During the semester,,EN,0.0,0
MATH-494,P-adic numbers and applications,master,MA,5,Summer,Oral,Wyss,EN,0.0,0
MATH-432,Probability theory,master,MA,5,Winter,Written,Junnila,EN,0.0,0
MATH-492,Representation theory of semisimple lie algebras,master,MA,5,Summer,Written,,EN,0.0,0
MATH-410,Riemann surfaces,master,MA,5,Winter,Written,Viazovska,EN,0.0,0
MATH-425,Spatial statistics,master,MA,5,Winter,During the semester,,EN,0.0,0
MATH-448,Statistical analysis of network data,master,MA,5,Summer,Written,,EN,0.0,0
MATH-517,Statistical computation and visualisation,master,MA,5,Winter,During the semester,Gholam,EN,0.0,0
MATH-438,Statistical genetics,master,MA,5,Summer,During the semester,Goldstein,EN,0.0,0
MATH-412,Statistical machine learning,master,MA,5,Winter,Written,Obozinski,EN,0.0,0
MATH-474,Statistics for genomic data analysis,master,MA,5,Summer,During the semester,,EN,0.0,0
MATH-414,Stochastic simulation,master,MA,5,Winter,Oral,Nobile,EN,0.0,0
MATH-431,Theory of stochastic calculus,master,MA,5,Winter,Written,Lee,EN,0.0,0
MATH-535,Topics in algebraic geometry,master,MA,5,Summer,Oral,Kivinen,EN,0.0,0
MATH-515,Topics in calculus of variations,master,MA,5,Winter,Oral,,EN,0.0,0
MATH-417,Topics in number theory,master,MA,5,Winter/Summer,Oral,"Lin, Raju",EN,0.0,0
MATH-596,Engineering internship,master,MA,30,Winter/Summer,During the semester,Profs divers,FR,0.0,0
MATH-598,Projet de master en science et ingénierie computationelles,master,MA,30,Winter/Summer,Oral,Profs divers,FR/EN,0.0,0
MATH-591,CSE project I,master,MA,8,Winter/Summer,During the semester,Profs divers,FR,0.0,0
MATH-592,CSE project II,master,MA,8,Winter/Summer,During the semester,Profs divers,FR,0.0,0
MATH-595,Engineering internship,master,MA,8,Winter/Summer,During the semester,Profs divers,FR,0.0,0
MATH-456,Numerical analysis and computational mathematics,master,MA,4,Winter,Written,Vazquez Hernandez,EN,0.0,0
MATH-454,Parallel and high-performance computing,master,MA,4,Summer,Oral,,EN,0.0,0
MSE-468,Atomistic and quantum simulations of materials,master,MX,4,Summer,During the semester,Marzari,EN,0.0,0
BIO-315,Biomolecular structure and mechanics,master,SV,4,Summer,During the semester,Dal Peraro,EN,0.0,0
CH-452,Computational methods in molecular quantum mechanics,master,CGC,4,Winter,Oral,Bonella,EN,0.0,0
CH-453,Molecular quantum dynamics,master,CGC,3,Summer,Oral,Vanicek,EN,0.0,0
ME-476,Particle-based methods,master,GM,4,Winter,During the semester,"Gaume, Li",EN,0.0,0
CH-420,Understanding advanced molecular simulation,master,CGC,4,Summer,During the semester,Smit,EN,0.0,0
FIN-598,Engineering internship credited with master project,master,IF,0,Winter/Summer,Term paper,Profs divers,EN,0.0,0
FIN-599,Master project in Financial Engineering,master,IF,30,Winter/Summer,Oral,Profs divers,EN,0.0,0
FIN-411,Accounting for finance,master,IF,2,Winter,Written,Cauvin,EN,0.0,0
FIN-403,Econometrics,master,IF,4,Winter,Written,Fuster,EN,0.0,0
FIN-401,Introduction to finance,master,IF,6,Winter,Written,Morellec,EN,0.0,0
FIN-406,Macrofinance,master,IF,4,Winter,Written,Lambertini,EN,0.0,0
FIN-414,Optimization methods,master,IF,2,Winter,During the semester,Perazzi,EN,0.0,0
FIN-415,Stochastic calculus,master,IF,6,Winter,Written,"Filipovic, Malamud",EN,0.0,0
FIN-503,Advanced derivatives,master,IF,4,Winter,During the semester,Perazzi,EN,0.0,0
FIN-404,Derivatives,master,IF,6,Summer,Written,Hugonnier,EN,0.0,0
FIN-407,Financial econometrics,master,IF,6,Summer,Written,Gourier,EN,0.0,0
FIN-416,Interest rate and credit risk models,master,IF,6,Winter,Written,Filipovic,EN,0.0,0
FIN-405,Investments,master,IF,6,Summer,During the semester,Collin Dufresne,EN,0.0,0
FIN-417,Quantitative risk management,master,IF,4,Winter,Written,Malamud,EN,0.0,0
FIN-419,Ethical behavior in the financial industry,master,IF,2,Winter,During the semester,Nahas,EN,0.0,0
FIN-413,Financial applications of blockchains and distributed ledgers,master,IF,3,Winter,During the semester,Xu,EN,0.0,0
FIN-525,Financial big data,master,IF,3,Winter,During the semester,Challet,EN,0.0,0
FIN-420,Financial intermediation,master,IF,4,Summer,During the semester,Fuster,EN,0.0,0
FIN-523,Global business environment,master,IF,4,Winter,During the semester,"Mondragon Minero, Tsiaras",EN,0.0,0
MGT-431,Information: strategy & economics,master,MTE,4,Summer,During the semester,,EN,0.0,0
FIN-418,Machine learning for finance,master,IF,3,Winter,During the semester,Ackerer,EN,0.0,0
MICRO-401,Machine learning programming,master,MT,2,Winter,During the semester,Billard,EN,0.0,0
FIN-410,Real options and financial structuring,master,IF,4,Winter,During the semester,Arnold,EN,0.0,0
MGT-448,Statistical inference and machine learning,master,MTE,4,Winter,Written,,EN,0.0,0
FIN-522,Venture capital,master,IF,4,Winter,Written,Fahlenbrach,EN,0.0,0
HUM-401,Artistic practices I,master,SHS,3,Winter,During the semester,"Dedieu, Fanjul Espinoza, Sciboz",FR/EN,0.0,0
HUM-395,Building Blocks of Creativity I,master,SHS,3,Winter,During the semester,Abu-Akel,EN,0.0,0
HUM-434,China: the rebirth of a great power I,master,SHS,3,Winter,During the semester,Kernen,FR,0.0,0
HUM-441,Collective creation: improv-arts & engineering I,master,SHS,3,Winter,During the semester,Henein,FR,0.0,0
HUM-444,Contemporary Japan I,master,SHS,3,Winter,During the semester,Vogel Chevroulet,EN,0.0,0
HUM-485,Data in context: Critical Data Studies I,master,SHS,3,Winter,During the semester,"Delgado Borda, Krichane, Mazel-Cabasse",FR,0.0,0
HUM-397,Design for sustainability I,master,SHS,3,Winter,During the semester,"Aeberli, Laperrouza",EN,0.0,0
HUM-450,Digital urban history: Lausanne Time Machine I ,master,SHS,3,Winter,During the semester,"Di Lenardo, Kapossy, Pellet",FR,0.0,0
HUM-476,Ecological transition: from theory to practice I,master,SHS,3,Winter,During the semester,"Amer Maistriau, Fragnière, Wyss",FR,0.0,0
HUM-471,Economic growth and sustainability I,master,SHS,3,Winter,During the semester,Thalmann,EN,0.0,0
HUM-412,Engineering ethics I,master,SHS,3,Winter,During the semester,Poltier,FR,0.0,0
HUM-403,Experimental cognitive psychology I,master,SHS,3,Winter,During the semester,Mohr,EN,0.0,0
HUM-402,Experimental history of science I,master,SHS,3,Winter,During the semester,"Dumas Primbault, Mihailescu",EN,0.0,0
HUM-472,"Globalization and knowledge,  16th-18th centuries I",master,SHS,3,Winter,During the semester,Boscani Leoni,FR,0.0,0
HUM-407,Graphic design I,master,SHS,3,Winter,During the semester,Roueche,FR,0.0,0
HUM-468,Heritage and digitization: Montreux Jazz Memories I,master,SHS,3,Winter,During the semester,,FR,0.0,0
HUM-427,History of globalization I,master,SHS,3,Winter,During the semester,Eichenberger,EN,0.0,0
HUM-432,How people learn: Designing Learning Tools I,master,SHS,3,Winter,During the semester,Tormey,EN,0.0,0
HUM-408,Industrial design I,master,SHS,3,Winter,During the semester,Král,FR,0.0,0
HUM-410,Law and technology I,master,SHS,3,Winter,During the semester,"Favre, Neuenschwander, Stauber",FR,0.0,0
HUM-435,Managing organizations I,master,SHS,3,Winter,During the semester,Bendahan,FR,0.0,0
HUM-404,Media culture I,master,SHS,3,Winter,During the semester,Schoch,FR,0.0,0
HUM-416,Men/machines I,master,SHS,3,Winter,During the semester,"Kunz Westerhoff, Rosset",FR,0.0,0
HUM-406,"Music,  politics and society I",master,SHS,3,Winter,During the semester,"Frei, Rauber",FR,0.0,0
HUM-419,Myths of the ancient Mediterranean Sea I,master,SHS,3,Winter,During the semester,"Capponi, Pellet",FR,0.0,0
HUM-417,Philosophical perspectives on the exact sciences I,master,SHS,3,Winter,During the semester,Esfeld,EN,0.0,0
HUM-429,Philosophy of life sciences I,master,SHS,3,Winter,During the semester,Sachse,EN,0.0,0
HUM-418,Picture history I,master,SHS,3,Winter,During the semester,Lugon,FR,0.0,0
HUM-474,Press and digital methodologies I,master,SHS,3,Winter,During the semester,"Ehrmann, Ruppen Coutaz",FR,0.0,0
HUM-428,"Science,  technology and society I",master,SHS,3,Winter,During the semester,Tanferri Machado,FR,0.0,0
HUM-436,Sciences and religions I,master,SHS,3,Winter,During the semester,Bert,FR,0.0,0
HUM-437,Scientific research in all it forms I,master,SHS,3,Winter,During the semester,Preissmann,FR,0.0,0
HUM-420,Social psychology I,master,SHS,3,Winter,During the semester,Butera,FR,0.0,0
HUM-409,Thinking the nature I,master,SHS,3,Winter,During the semester,"Mauron Layaz, Ourednik",FR,0.0,0
HUM-422,Understanding modern Switzerland I,master,SHS,3,Winter,During the semester,"Giddey, Ginalski",EN,0.0,0
HUM-451,Artistic practices II,master,SHS,3,Summer,During the semester,"Dedieu, Fanjul Espinoza, Sciboz",FR/EN,0.0,0
HUM-396,Building Blocks of Creativity II,master,SHS,3,Summer,During the semester,Abu-Akel,EN,0.0,0
HUM-438,China: the rebirth of a great power II,master,SHS,3,Summer,During the semester,Kernen,FR,0.0,0
HUM-443,Collective creation: improv-arts & engineering II,master,SHS,3,Summer,During the semester,Henein,FR,0.0,0
HUM-445,Contemporary Japan II,master,SHS,3,Summer,During the semester,Vogel Chevroulet,EN,0.0,0
HUM-486,Data in context: Critical Data Studies II,master,SHS,3,Summer,During the semester,"Delgado Borda, Krichane, Mazel-Cabasse",FR,0.0,0
HUM-398,Design for sustainability II,master,SHS,3,Summer,During the semester,"Aeberli, Laperrouza",EN,0.0,0
HUM-454,Digital urban history: Lausanne Time Machine II,master,SHS,3,Summer,During the semester,"Di Lenardo, Kapossy, Pellet",FR,0.0,0
HUM-477,Ecological transition : from theory to practice II,master,SHS,3,Summer,During the semester,"Amer Maistriau, Wyss",FR,0.0,0
HUM-470,Economic growth and sustainability II,master,SHS,3,Summer,During the semester,Thalmann,EN,0.0,0
HUM-459,Engineering ethics II,master,SHS,3,Summer,During the semester,Poltier,FR,0.0,0
HUM-457,Experimental cognitive psychology II,master,SHS,3,Summer,During the semester,Dan Glauser,EN,0.0,0
HUM-466,Experimental history of science II,master,SHS,3,Summer,During the semester,"Dumas Primbault, Mihailescu",EN,0.0,0
HUM-473,"Globalization and knowledge,  16th-18th centuries II",master,SHS,3,Summer,During the semester,Boscani Leoni,FR,0.0,0
HUM-411,Graphic design II,master,SHS,3,Summer,During the semester,Roueche,FR,0.0,0
HUM-469,Heritage and digitization: Montreux Jazz Memories II,master,SHS,3,Summer,During the semester,,FR,0.0,0
HUM-462,History of globalization II,master,SHS,3,Summer,During the semester,Eichenberger,EN,0.0,0
HUM-433,How people learn: Designing Learning Tools II,master,SHS,3,Summer,During the semester,Tormey,EN,0.0,0
HUM-413,Industrial design II,master,SHS,3,Summer,During the semester,Král,FR,0.0,0
HUM-414,Law and technology II,master,SHS,3,Summer,During the semester,"Favre, Neuenschwander, Stauber",FR,0.0,0
HUM-461,Managing organizations II,master,SHS,3,Summer,During the semester,Bendahan,FR,0.0,0
HUM-405,Media culture II,master,SHS,3,Summer,During the semester,Schoch,FR,0.0,0
HUM-463,Men/machines II,master,SHS,3,Summer,During the semester,"Kunz Westerhoff, Rosset",FR,0.0,0
HUM-458,"Music,  politics and society II",master,SHS,3,Summer,During the semester,"Frei, Rauber",FR,0.0,0
HUM-415,Musical studies II,master,SHS,3,Summer,During the semester,"Dahmouni Martin, Profs divers",FR,0.0,0
HUM-452,Myths of the ancient Mediterranean Sea II,master,SHS,3,Summer,During the semester,"Capponi, Pellet",FR,0.0,0
HUM-453,Philosophical perspectives on the exact sciences II,master,SHS,3,Summer,During the semester,Esfeld,EN,0.0,0
HUM-430,Philosophy of life sciences II,master,SHS,3,Summer,During the semester,Sachse,EN,0.0,0
HUM-467,Picture history II,master,SHS,3,Summer,During the semester,Lugon,FR,0.0,0
HUM-475,Press and digital methodologies II,master,SHS,3,Summer,During the semester,"Ehrmann, Ruppen Coutaz",FR,0.0,0
HUM-426,"Science,  technology and society II",master,SHS,3,Summer,During the semester,Tanferri Machado,FR,0.0,0
HUM-448,Sciences and religions II,master,SHS,3,Summer,During the semester,Bert,FR,0.0,0
HUM-455,Scientific research in all it forms II,master,SHS,3,Summer,During the semester,Preissmann,FR,0.0,0
HUM-421,Social psychology II,master,SHS,3,Summer,During the semester,Butera,FR,0.0,0
HUM-464,Thinking the nature II,master,SHS,3,Summer,During the semester,"Mauron Layaz, Ourednik",FR,0.0,0
HUM-465,Understanding modern Switzerland II,master,SHS,3,Summer,During the semester,"Giddey, Ginalski",EN,0.0,0
ENV-598,Engineering internship credited with master project,master,SIE,0,Winter/Summer,Term paper,Profs divers,FR,0.0,0
ENV-599,Master project in Environmental Sciences and Engineering,master,SIE,30,Winter/Summer,Oral,Profs divers,FR/EN,0.0,0
ENV-596,Design project,master,SIE,10,Summer,During the semester,Profs divers,FR/EN,0.0,0
ENV-597,SIE project ,master,SIE,4,Winter/Summer,During the semester,Profs divers,FR,0.0,0
ENV-542,Advanced satellite positioning,master,SIE,4,Summer,During the semester,"Botteron, Skaloud",EN,0.0,0
ENV-422,Applied ecology,master,SIE,4,Winter,During the semester,,EN,0.0,0
